"","date","predictedWaterT","observedWaterT"
"1",1979-01-07,22.6560029288138,NA
"2",1979-01-08,22.8970823458135,NA
"3",1979-01-09,23.2967219038934,NA
"4",1979-01-10,23.1620174002527,NA
"5",1979-01-11,22.4478066418107,NA
"6",1979-01-12,21.8119678780014,NA
"7",1979-01-13,21.792603551316,NA
"8",1979-01-14,22.2135452234265,NA
"9",1979-01-15,21.7222569887989,NA
"10",1979-01-16,22.094437742298,NA
"11",1979-01-17,21.9808997756676,NA
"12",1979-01-18,22.2976777496331,NA
"13",1979-01-19,23.1183487164302,NA
"14",1979-01-20,23.09278522452,NA
"15",1979-01-21,22.6235337708131,NA
"16",1979-01-22,22.6717065261634,NA
"17",1979-01-23,22.5487355904199,NA
"18",1979-01-24,23.4764600219405,NA
"19",1979-01-25,23.3693027317135,NA
"20",1979-01-26,22.5866563342958,NA
"21",1979-01-27,22.3388697485365,NA
"22",1979-01-28,22.6867053819064,NA
"23",1979-01-29,23.1284062419107,NA
"24",1979-01-30,22.7446361756344,NA
"25",1979-01-31,22.2014446324861,NA
"26",1979-02-01,22.8223355475246,NA
"27",1979-02-02,23.7607585737349,NA
"28",1979-02-03,23.8405341828759,NA
"29",1979-02-04,23.6319360113952,NA
"30",1979-02-05,23.182865857529,NA
"31",1979-02-06,23.209485662953,NA
"32",1979-02-07,22.9883107183977,NA
"33",1979-02-08,22.5211591132293,NA
"34",1979-02-09,21.7383624120734,NA
"35",1979-02-10,21.9143042612291,NA
"36",1979-02-11,22.2234246298217,NA
"37",1979-02-12,22.3021089832711,NA
"38",1979-02-13,21.9850926760246,NA
"39",1979-02-14,21.5405867496182,NA
"40",1979-02-15,20.7797949327541,NA
"41",1979-02-16,19.5428820689918,NA
"42",1979-02-17,18.646900335127,NA
"43",1979-02-18,18.066894878306,NA
"44",1979-02-19,18.347306631874,NA
"45",1979-02-20,19.4774211768885,NA
"46",1979-02-21,20.6452243323891,NA
"47",1979-02-22,22.0338646287502,NA
"48",1979-02-23,22.7383589772063,NA
"49",1979-02-24,23.4324918600607,NA
"50",1979-02-25,23.7053974668716,NA
"51",1979-02-26,23.6239611044181,NA
"52",1979-02-27,23.1386200989499,NA
"53",1979-02-28,22.7635527086634,NA
"54",1979-03-01,22.586422692376,NA
"55",1979-03-02,22.3710401482601,NA
"56",1979-03-03,21.5744121198747,NA
"57",1979-03-04,21.0408986672905,NA
"58",1979-03-05,20.7285886299616,NA
"59",1979-03-06,20.5782926376821,NA
"60",1979-03-07,20.1685043482373,NA
"61",1979-03-08,19.487623039149,NA
"62",1979-03-09,19.2125289801396,NA
"63",1979-03-10,19.3560562683281,NA
"64",1979-03-11,20.1824658011128,NA
"65",1979-03-12,21.0444979580771,NA
"66",1979-03-13,21.5786458913757,NA
"67",1979-03-14,21.864476830888,NA
"68",1979-03-15,21.6485494236862,NA
"69",1979-03-16,21.8889696640239,NA
"70",1979-03-17,22.0621609770926,NA
"71",1979-03-18,21.1661230453703,NA
"72",1979-03-19,20.5862081051857,NA
"73",1979-03-20,21.2539055429224,NA
"74",1979-03-21,20.8144614505356,NA
"75",1979-03-22,20.6068217373403,NA
"76",1979-03-23,19.8537066709897,NA
"77",1979-03-24,19.1189877770142,NA
"78",1979-03-25,19.1529355874904,NA
"79",1979-03-26,19.7073286193748,NA
"80",1979-03-27,18.5435660717971,NA
"81",1979-03-28,18.5105001439215,NA
"82",1979-03-29,18.8198267515775,NA
"83",1979-03-30,19.7234774393985,NA
"84",1979-03-31,20.2842242501793,NA
"85",1979-04-01,20.1324685304205,NA
"86",1979-04-02,19.3079527870673,NA
"87",1979-04-03,18.7547057311218,NA
"88",1979-04-04,19.0505480920371,NA
"89",1979-04-05,18.5421639686734,NA
"90",1979-04-06,17.4533874051165,NA
"91",1979-04-07,16.6438612861872,NA
"92",1979-04-08,16.2538553580425,NA
"93",1979-04-09,15.6065934826494,NA
"94",1979-04-10,15.4550439740243,NA
"95",1979-04-11,14.6231409548897,NA
"96",1979-04-12,14.1636536120288,NA
"97",1979-04-13,14.057441607169,NA
"98",1979-04-14,14.320866990238,NA
"99",1979-04-15,14.9157245028759,NA
"100",1979-04-16,16.1199465984402,NA
"101",1979-04-17,16.3701971776271,NA
"102",1979-04-18,16.2765318387004,NA
"103",1979-04-19,16.0016804654865,NA
"104",1979-04-20,16.5049947103821,NA
"105",1979-04-21,16.9037111358496,NA
"106",1979-04-22,16.6334383826464,NA
"107",1979-04-23,15.717651655231,NA
"108",1979-04-24,15.551502042279,NA
"109",1979-04-25,16.0024913238313,NA
"110",1979-04-26,16.6100179406736,NA
"111",1979-04-27,15.6145675667985,NA
"112",1979-04-28,14.5845258700203,NA
"113",1979-04-29,14.1831211933018,NA
"114",1979-04-30,13.5850286596239,NA
"115",1979-05-01,13.847077846565,NA
"116",1979-05-02,14.33147038601,NA
"117",1979-05-03,13.8672077570103,NA
"118",1979-05-04,13.7727009397847,NA
"119",1979-05-05,13.6133486750949,NA
"120",1979-05-06,13.7036160193583,NA
"121",1979-05-07,13.8274920614417,NA
"122",1979-05-08,13.0751406875281,NA
"123",1979-05-09,11.8843706412038,NA
"124",1979-05-10,11.4663313352085,NA
"125",1979-05-11,11.7069422877343,NA
