"","date","predictedWaterT","observedWaterT"
"1",1979-01-07,19.666705446399,NA
"2",1979-01-08,19.8176553932836,NA
"3",1979-01-09,20.2026177550149,NA
"4",1979-01-10,20.2685217671703,NA
"5",1979-01-11,20.1729187716452,NA
"6",1979-01-12,19.8074389578124,NA
"7",1979-01-13,19.4949820423797,NA
"8",1979-01-14,19.4715497185627,NA
"9",1979-01-15,19.0616481783495,NA
"10",1979-01-16,18.8367250589962,NA
"11",1979-01-17,18.4781224455376,NA
"12",1979-01-18,18.6366716586563,NA
"13",1979-01-19,19.0852074624371,NA
"14",1979-01-20,19.1842779142204,NA
"15",1979-01-21,18.7206684529298,NA
"16",1979-01-22,18.5411420542431,NA
"17",1979-01-23,18.3356139078896,NA
"18",1979-01-24,18.9172525721,NA
"19",1979-01-25,18.7205567010375,NA
"20",1979-01-26,18.1004480931438,NA
"21",1979-01-27,17.484471199223,NA
"22",1979-01-28,17.7884724713879,NA
"23",1979-01-29,18.1547304519752,NA
"24",1979-01-30,18.2231800463867,NA
"25",1979-01-31,18.1644457159012,NA
"26",1979-02-01,18.5305365320766,NA
"27",1979-02-02,19.1836490837936,NA
"28",1979-02-03,19.4856355776738,NA
"29",1979-02-04,19.1667920229249,NA
"30",1979-02-05,18.9522331857254,NA
"31",1979-02-06,18.806837827265,NA
"32",1979-02-07,18.5979056736393,NA
"33",1979-02-08,18.3092898076737,NA
"34",1979-02-09,18.0507305618593,NA
"35",1979-02-10,18.2288829680491,NA
"36",1979-02-11,18.9191450264874,NA
"37",1979-02-12,19.225744010204,NA
"38",1979-02-13,19.1269354486092,NA
"39",1979-02-14,18.8233830650728,NA
"40",1979-02-15,18.374565896239,NA
"41",1979-02-16,17.2963643897342,NA
"42",1979-02-17,16.3534324640377,NA
"43",1979-02-18,15.5134373794716,NA
"44",1979-02-19,15.0547959468749,NA
"45",1979-02-20,15.3076323690396,NA
"46",1979-02-21,15.9464769307082,NA
"47",1979-02-22,16.8241341003602,NA
"48",1979-02-23,17.8404446362623,NA
"49",1979-02-24,18.691511493425,NA
"50",1979-02-25,19.1592700005857,NA
"51",1979-02-26,19.1951377180186,NA
"52",1979-02-27,18.9611848409845,NA
"53",1979-02-28,18.7492777112519,NA
"54",1979-03-01,18.7011036767452,NA
"55",1979-03-02,18.5315998107719,NA
"56",1979-03-03,17.6658240366532,NA
"57",1979-03-04,16.7815968670358,NA
"58",1979-03-05,16.3864419253858,NA
"59",1979-03-06,15.7361887100695,NA
"60",1979-03-07,15.015443482882,NA
"61",1979-03-08,14.4068121399588,NA
"62",1979-03-09,14.3818631968495,NA
"63",1979-03-10,15.0943134027832,NA
"64",1979-03-11,15.9704328078828,NA
"65",1979-03-12,16.5495193788264,NA
"66",1979-03-13,17.3931363906103,NA
"67",1979-03-14,17.7290801967319,NA
"68",1979-03-15,17.4743286828265,NA
"69",1979-03-16,17.2463949121206,NA
"70",1979-03-17,17.0288197445966,NA
"71",1979-03-18,16.3135177287651,NA
"72",1979-03-19,16.094724179221,NA
"73",1979-03-20,16.1256066396174,NA
"74",1979-03-21,16.0869412216316,NA
"75",1979-03-22,16.399692447607,NA
"76",1979-03-23,16.2086056231781,NA
"77",1979-03-24,15.3803477520532,NA
"78",1979-03-25,15.1969863108122,NA
"79",1979-03-26,15.0102150719333,NA
"80",1979-03-27,14.5857126029906,NA
"81",1979-03-28,14.1503679097512,NA
"82",1979-03-29,13.8467874912531,NA
"83",1979-03-30,14.0266892556406,NA
"84",1979-03-31,14.8860050842494,NA
"85",1979-04-01,14.8665307747721,NA
"86",1979-04-02,14.3656155706161,NA
"87",1979-04-03,13.4633808131766,NA
"88",1979-04-04,13.232013159618,NA
"89",1979-04-05,12.8375743442087,NA
"90",1979-04-06,12.2154555530835,NA
"91",1979-04-07,11.6586723500747,NA
"92",1979-04-08,11.1275213595697,NA
"93",1979-04-09,10.4300319463948,NA
"94",1979-04-10,10.0979030675248,NA
"95",1979-04-11,9.76680132030329,NA
"96",1979-04-12,9.41167256926412,NA
"97",1979-04-13,9.43096397242117,NA
"98",1979-04-14,9.35618591186851,NA
"99",1979-04-15,10.049754669351,NA
"100",1979-04-16,10.9837009135462,NA
"101",1979-04-17,11.8234692630498,NA
"102",1979-04-18,12.0287088637331,NA
"103",1979-04-19,11.7564078854025,NA
"104",1979-04-20,11.831166082062,NA
"105",1979-04-21,12.232031654714,NA
"106",1979-04-22,11.6711751974304,NA
"107",1979-04-23,10.9855072780917,NA
"108",1979-04-24,10.5729156425431,NA
"109",1979-04-25,10.6705130886739,NA
"110",1979-04-26,11.1992421627554,NA
"111",1979-04-27,10.6114319963317,NA
"112",1979-04-28,9.86091522118618,NA
"113",1979-04-29,9.87389846991626,NA
"114",1979-04-30,9.96967584513776,NA
"115",1979-05-01,10.2278099913231,NA
"116",1979-05-02,10.6025366602604,NA
"117",1979-05-03,10.4312882865827,NA
"118",1979-05-04,10.3408107531099,NA
"119",1979-05-05,9.98626280490276,NA
"120",1979-05-06,9.81581565048204,NA
"121",1979-05-07,9.56518919192528,NA
"122",1979-05-08,9.10364242481991,NA
"123",1979-05-09,8.48147317090729,NA
"124",1979-05-10,8.05561220740698,NA
"125",1979-05-11,7.94117468853486,NA
"126",1979-05-12,8.04827461648162,NA
"127",1979-05-13,7.80140570383893,NA
"128",1979-05-14,7.54069768316895,NA
"129",1979-05-15,7.1968284471291,NA
"130",1979-05-16,6.77668144639696,NA
"131",1979-05-17,6.9317677034688,NA
"132",1979-05-18,7.09083770732328,NA
"133",1979-05-19,7.01443392697005,NA
"134",1979-05-20,7.0773764435672,NA
"135",1979-05-21,7.20752643988746,NA
"136",1979-05-22,7.59594894892811,NA
"137",1979-05-23,8.13479661678326,NA
"138",1979-05-24,8.31058535523211,NA
"139",1979-05-25,8.58997698273612,NA
"140",1979-05-26,9.0666517940076,NA
"141",1979-05-27,9.2721016088648,NA
"142",1979-05-28,9.25620034416842,NA
"143",1979-05-29,9.12421148610219,NA
"144",1979-05-30,8.89575873715948,NA
"145",1979-05-31,8.76936736916961,NA
"146",1979-06-01,8.55553465427095,NA
"147",1979-06-02,8.05201437258497,NA
"148",1979-06-03,7.92218813491811,NA
"149",1979-06-04,7.82910819002472,NA
"150",1979-06-05,7.60568160195887,NA
"151",1979-06-06,7.6532549452496,NA
"152",1979-06-07,7.7334887249077,NA
"153",1979-06-08,7.65721268503323,NA
"154",1979-06-09,7.61275316660296,NA
"155",1979-06-10,7.52282607326336,NA
"156",1979-06-11,7.69330201036437,NA
"157",1979-06-12,7.81095123435577,NA
"158",1979-06-13,7.6411314816105,NA
"159",1979-06-14,7.50106793033655,NA
"160",1979-06-15,7.49168359577282,NA
"161",1979-06-16,7.62094199237685,NA
"162",1979-06-17,7.75167667416594,NA
"163",1979-06-18,7.66469124073421,NA
"164",1979-06-19,7.8387109064464,NA
"165",1979-06-20,8.22450755083963,NA
"166",1979-06-21,8.71146328029708,NA
"167",1979-06-22,8.63796272188599,NA
"168",1979-06-23,8.59381451904478,NA
"169",1979-06-24,8.71250220269305,NA
"170",1979-06-25,9.20204744824376,NA
"171",1979-06-26,9.52777205443831,NA
"172",1979-06-27,9.56047582935576,NA
"173",1979-06-28,8.67569444700822,NA
"174",1979-06-29,8.29952243756371,NA
"175",1979-06-30,7.88208584935792,NA
"176",1979-07-01,7.41388525322827,NA
"177",1979-07-02,6.63951936557016,NA
"178",1979-07-03,5.65928030397433,NA
"179",1979-07-04,4.76232537749896,NA
"180",1979-07-05,4.58042605310424,NA
"181",1979-07-06,4.60105112388333,NA
"182",1979-07-07,4.73958779832067,NA
"183",1979-07-08,4.80316945340047,NA
"184",1979-07-09,4.92768035976343,NA
"185",1979-07-10,5.09502876894337,NA
"186",1979-07-11,5.34573161317436,NA
"187",1979-07-12,5.87215915756847,NA
"188",1979-07-13,6.09972299682635,NA
"189",1979-07-14,5.93989315520023,NA
"190",1979-07-15,5.9141366532985,NA
"191",1979-07-16,6.02656831488547,NA
"192",1979-07-17,6.48202687756924,NA
"193",1979-07-18,6.70600498256387,NA
"194",1979-07-19,6.42929120908493,NA
"195",1979-07-20,6.72675988984837,NA
"196",1979-07-21,7.3256639945011,NA
"197",1979-07-22,7.36312688977469,NA
"198",1979-07-23,7.09931523174063,NA
"199",1979-07-24,6.52764838371195,NA
"200",1979-07-25,6.16186199396987,NA
"201",1979-07-26,6.06259220621405,NA
"202",1979-07-27,5.51292448701881,NA
"203",1979-07-28,5.01810310351187,NA
"204",1979-07-29,5.00003502339342,NA
"205",1979-07-30,5.00647605634759,NA
